entry_time,exit_time,side,entry_price,stop_price,tp1_price,tp2_price,tp1_hit,net_pnl,exit_reason,regime,bars_held
2025-11-05 22:45:00+00:00,2025-11-06 00:15:00+00:00,short,0.7806095000000001,0.7845955316298399,0.7715000000000001,0.764,True,60.461081472824944,tp1_then_tp2,ranging,5
2025-11-06 01:00:00+00:00,2025-11-06 01:30:00+00:00,long,0.7593795,0.7550915630845589,0.772,0.783,False,-24.237712494140695,stop_loss,ranging,1
2025-11-06 05:30:00+00:00,2025-11-06 06:00:00+00:00,long,0.7473734999999999,0.7461926906194182,0.7615000000000001,0.771,False,-15.75203490820669,stop_loss,ranging,1
2025-11-06 08:30:00+00:00,2025-11-06 09:00:00+00:00,long,0.7373685,0.7355092924213406,0.755,0.769,False,-21.332499628835663,stop_loss,ranging,1
2025-11-07 05:00:00+00:00,2025-11-07 06:15:00+00:00,short,0.761619,0.7643614247961902,0.742,0.727,False,-25.559034159458008,stop_loss,ranging,4
2025-11-07 10:45:00+00:00,2025-11-07 11:15:00+00:00,long,0.7393694999999999,0.7318099432996741,0.756,0.773,False,-21.651035483764186,stop_loss,ranging,1
2025-11-07 14:45:00+00:00,2025-11-07 15:15:00+00:00,short,0.755622,0.7628350232217519,0.733,0.713,False,-21.578986995988494,stop_loss,ranging,1
2025-11-08 10:45:00+00:00,2025-11-08 11:15:00+00:00,short,0.8145924999999999,0.8167168289719235,0.7915000000000001,0.775,False,-20.905246497184876,stop_loss,ranging,1
2025-11-08 14:00:00+00:00,2025-11-08 15:45:00+00:00,long,0.7913955,0.7814199154072398,0.806,0.822,False,-20.5947618276629,stop_loss,ranging,6
2025-11-08 20:45:00+00:00,2025-11-08 22:00:00+00:00,short,0.8005995000000001,0.8078031724599769,0.791,0.781,False,-21.002152789634575,stop_loss,ranging,4
2025-11-09 02:30:00+00:00,2025-11-09 03:00:00+00:00,long,0.7813905,0.7840248016450287,0.801,0.812,False,13.124724619222912,stop_loss,ranging,1
2025-11-09 09:45:00+00:00,2025-11-09 10:15:00+00:00,long,0.768384,0.7653735599222328,0.78,0.789,False,-23.596007619294667,stop_loss,ranging,1
2025-11-09 12:45:00+00:00,2025-11-09 13:30:00+00:00,short,0.7916040000000001,0.7970901081135269,0.7755000000000001,0.76,False,-21.26808487089368,stop_loss,ranging,2
2025-11-11 05:00:00+00:00,2025-11-11 07:00:00+00:00,long,0.8164079999999999,0.8075249210867219,0.837,0.857,False,-20.034596163964398,stop_loss,ranging,7
