entry_time,exit_time,side,entry_price,stop_price,tp1_price,tp2_price,tp1_hit,net_pnl,exit_reason,regime,bars_held
2024-10-16 05:45:00+00:00,2024-10-16 06:30:00+00:00,long,3.4287134999999997,3.402388049704871,3.513,3.592,False,-22.58954287623569,stop_loss,ranging,2
2024-10-20 09:30:00+00:00,2024-10-20 12:45:00+00:00,long,3.6198089999999996,3.594461673091733,3.681,3.736,False,-22.724266809094452,stop_loss,ranging,12
2024-10-20 14:00:00+00:00,2024-10-20 14:30:00+00:00,short,3.6991495000000003,3.7192040668363813,3.5785,3.482,False,-23.16747636270511,stop_loss,ranging,1
2024-10-20 16:30:00+00:00,2024-10-21 16:30:00+00:00,short,3.7871055000000005,3.843752626202659,3.6390000000000002,3.482,True,75.78342790162411,tp1_then_tp2,ranging,95
2024-10-21 17:45:00+00:00,2024-10-21 18:15:00+00:00,long,3.449724,3.4392038042489563,3.5345,3.602,False,-24.37164450464603,stop_loss,ranging,1
2024-10-21 21:15:00+00:00,2024-10-22 01:30:00+00:00,short,3.5142420000000003,3.5324680371356787,3.4745,3.439,True,7.794779874599993,tp1_then_stop_loss,ranging,16
2024-10-22 03:15:00+00:00,2024-10-22 04:15:00+00:00,long,3.4627304999999997,3.4349701908725607,3.504,3.548,False,-22.49952749890955,stop_loss,ranging,3
2024-10-22 08:45:00+00:00,2024-10-22 09:15:00+00:00,long,3.411705,3.396480981381243,3.4615,3.501,False,-24.077743958329805,stop_loss,ranging,1
2024-10-22 12:30:00+00:00,2024-10-22 14:30:00+00:00,long,3.3746865,3.3553136204621286,3.4234999999999998,3.468,True,67.87544950728673,tp1_then_tp2,ranging,7
2024-10-23 06:15:00+00:00,2024-10-23 06:45:00+00:00,short,3.5012485000000004,3.495614606565535,3.4425,3.411,False,3.6831611211495643,stop_loss,ranging,1
2024-10-23 15:00:00+00:00,2024-10-23 15:30:00+00:00,long,3.379689,3.428333143769584,3.4965,3.533,False,18.741656954798195,stop_loss,ranging,1
2024-10-24 20:00:00+00:00,2024-10-24 21:30:00+00:00,short,3.2483750000000002,3.2718400550054456,3.1995,3.15,False,-23.17647557883406,stop_loss,ranging,5
2024-10-25 00:15:00+00:00,2024-10-25 02:30:00+00:00,short,3.2843570000000004,3.304319052620144,3.2405,3.196,True,63.3463515977989,tp1_then_tp2,ranging,8
2024-10-25 04:15:00+00:00,2024-10-25 04:45:00+00:00,long,3.185592,3.172566422875512,3.245,3.295,False,-25.803766934779276,stop_loss,ranging,1
2024-10-25 08:00:00+00:00,2024-10-25 15:45:00+00:00,long,3.1245615,3.098010685576873,3.1929999999999996,3.259,True,13.676606091852511,tp1_then_stop_loss,ranging,30
2024-10-25 17:30:00+00:00,2024-10-25 18:00:00+00:00,long,2.979489,2.9326572396814647,3.0825,3.197,False,-21.92145960631989,stop_loss,ranging,1
2024-10-28 01:00:00+00:00,2024-10-28 01:45:00+00:00,long,2.8084035,2.7897325460415328,2.862,2.914,False,-23.459345629982238,stop_loss,ranging,2
2024-10-28 20:45:00+00:00,2024-10-28 22:00:00+00:00,short,2.8415785000000002,2.8739506775482435,2.76,2.676,False,-21.957041392098507,stop_loss,ranging,4
2024-10-29 02:15:00+00:00,2024-10-29 02:45:00+00:00,short,2.9615185000000004,2.964256947168784,2.875,2.82,False,-11.524974161604517,stop_loss,ranging,1
2024-10-30 00:45:00+00:00,2024-10-30 09:30:00+00:00,long,2.8264125,2.7998849341870446,2.8609999999999998,2.896,True,36.6999700231808,tp1_then_tp2,ranging,34
2024-10-30 11:30:00+00:00,2024-10-30 13:00:00+00:00,short,2.9225380000000003,2.9489364936119964,2.8659999999999997,2.811,False,-22.566209468523137,stop_loss,ranging,5
2024-10-31 07:15:00+00:00,2024-10-31 11:30:00+00:00,short,2.9515235,2.9766655255979844,2.9154999999999998,2.879,True,40.695732142340404,tp1_then_tp2,ranging,16
2024-10-31 13:15:00+00:00,2024-10-31 14:15:00+00:00,long,2.8544265,2.840582873515733,2.907,2.946,False,-24.5718746622611,stop_loss,ranging,3
2024-10-31 17:30:00+00:00,2024-10-31 18:15:00+00:00,long,2.8244114999999996,2.790871710272842,2.8685,2.919,False,-21.819452959049762,stop_loss,ranging,2
2024-11-04 21:15:00+00:00,2024-11-04 21:45:00+00:00,long,2.3861924999999995,2.364525587416147,2.409,2.435,False,-22.09932791301386,stop_loss,ranging,1
2024-11-05 04:30:00+00:00,2024-11-05 05:00:00+00:00,short,2.4237875,2.4452692008024797,2.383,2.342,False,-21.937445476953798,stop_loss,ranging,1
2024-11-05 11:00:00+00:00,2024-11-05 13:30:00+00:00,long,2.383191,2.3650037202414027,2.4059999999999997,2.432,False,-22.145719559190496,stop_loss,ranging,9
2024-11-05 14:15:00+00:00,2024-11-05 14:45:00+00:00,short,2.4247870000000002,2.43827180294102,2.3914999999999997,2.363,False,-22.736770349502283,stop_loss,ranging,1
2024-11-05 16:30:00+00:00,2024-11-05 17:00:00+00:00,short,2.5137425,2.530383737043312,2.4325,2.363,False,-21.920905334241247,stop_loss,ranging,1
2024-11-06 00:30:00+00:00,2024-11-06 01:00:00+00:00,short,2.540729,2.511754784395357,2.4314999999999998,2.379,False,17.176532725581982,stop_loss,ranging,1
2024-11-09 02:00:00+00:00,2024-11-09 02:45:00+00:00,long,2.9884935,2.954568494083228,3.0205,3.057,False,-20.641907448628498,stop_loss,ranging,2
2024-11-09 05:30:00+00:00,2024-11-09 06:00:00+00:00,short,3.092453,3.0877561459021754,2.9975,2.939,False,2.928327179074966,stop_loss,ranging,1
2024-11-10 20:45:00+00:00,2024-11-10 21:15:00+00:00,long,3.107553,3.05259474737664,3.2135,3.321,False,-19.856070073574013,stop_loss,ranging,1
