entry_time,exit_time,side,entry_price,stop_price,tp1_price,tp2_price,tp1_hit,net_pnl,exit_reason,regime,bars_held,mfe_pct
2025-11-05 22:45:00+00:00,2025-11-05 23:15:00+00:00,short,0.7806095000000001,0.7817977658149199,0.7715000000000001,0.764,False,-15.140970528811543,stop_loss,ranging,1,0.28645919095450295
2025-11-06 00:30:00+00:00,2025-11-06 01:15:00+00:00,long,0.7613805,0.7590945158715194,0.7725,0.783,False,-23.818568421970262,stop_loss,ranging,2,0.5053734430504991
2025-11-06 05:30:00+00:00,2025-11-06 06:00:00+00:00,long,0.7473734999999999,0.749096345309709,0.7615000000000001,0.771,False,7.669215137260778,stop_loss,ranging,1,-0.026439670123520442
2025-11-06 08:30:00+00:00,2025-11-06 09:00:00+00:00,long,0.7373685,0.7382546462106703,0.755,0.769,False,1.1870863941138412,stop_loss,ranging,1,0.14924992201457649
2025-11-07 05:00:00+00:00,2025-11-07 05:30:00+00:00,short,0.761619,0.7606807123980951,0.742,0.727,False,1.375561191679047,stop_loss,ranging,1,0.28640603496610556
2025-11-07 10:45:00+00:00,2025-11-07 11:15:00+00:00,long,0.7393694999999999,0.7354049716498371,0.756,0.773,False,-23.37382973009542,stop_loss,ranging,1,-0.022218213523340205
2025-11-07 14:45:00+00:00,2025-11-07 15:15:00+00:00,short,0.755622,0.757917511610876,0.733,0.713,False,-23.610363422788684,stop_loss,ranging,1,0.38113340995491146
2025-11-08 10:45:00+00:00,2025-11-08 11:15:00+00:00,short,0.8145924999999999,0.8123584144859618,0.7915000000000001,0.775,False,10.070835755787217,stop_loss,ranging,1,0.24217819638410418
2025-11-08 14:00:00+00:00,2025-11-08 15:45:00+00:00,long,0.7913955,0.78570995770362,0.806,0.822,False,-22.02126667604961,stop_loss,ranging,6,0.9315279537128968
2025-11-08 20:45:00+00:00,2025-11-08 21:45:00+00:00,short,0.8005995000000001,0.8044015862299885,0.791,0.781,False,-23.165005602495203,stop_loss,ranging,3,0.6874837231105815
2025-11-09 02:30:00+00:00,2025-11-09 03:00:00+00:00,long,0.7813905,0.7870124008225144,0.801,0.812,False,16.252119184220675,stop_loss,ranging,1,0.13307325530992808
2025-11-09 09:45:00+00:00,2025-11-09 10:15:00+00:00,long,0.768384,0.7681867799611164,0.78,0.789,False,-7.181647806007056,stop_loss,ranging,1,-0.11914600550963605
2025-11-09 12:45:00+00:00,2025-11-09 13:30:00+00:00,short,0.7916040000000001,0.7940450540567634,0.7755000000000001,0.76,False,-23.269342093499528,stop_loss,ranging,2,0.16169895678092708
2025-11-11 05:00:00+00:00,2025-11-11 05:45:00+00:00,long,0.8164079999999999,0.8122624605433609,0.837,0.857,False,-22.42772439295405,stop_loss,ranging,2,0.22299922299922437
2025-11-11 07:30:00+00:00,2025-11-11 08:00:00+00:00,long,0.802401,0.8006646172142055,0.831,0.857,False,-17.85022966536823,stop_loss,ranging,1,0.020944788279311084
2025-11-11 14:45:00+00:00,2025-11-11 18:30:00+00:00,short,0.8165915,0.8200602077442052,0.8069999999999999,0.798,True,70.16360126211934,tp1_then_tp2,ranging,14,2.6681436688734568
2025-11-11 20:00:00+00:00,2025-11-11 20:45:00+00:00,long,0.7873935,0.7839801168711894,0.802,0.816,False,-23.427859283732364,stop_loss,ranging,2,0.10998528052579726
2025-11-13 14:30:00+00:00,2025-11-13 15:00:00+00:00,long,0.7613805,0.7596650495251839,0.7735000000000001,0.784,True,123.02409057915402,tp1_then_tp2,ranging,1,2.1964189941829186
2025-11-13 16:45:00+00:00,2025-11-13 17:15:00+00:00,long,0.7493744999999999,0.7499914074969903,0.7715000000000001,0.788,False,-1.0659439842299965,stop_loss,ranging,1,0.028270547558249662
2025-11-13 19:30:00+00:00,2025-11-13 20:00:00+00:00,long,0.710355,0.7014968187662163,0.7475,0.788,False,-21.704953880205032,stop_loss,ranging,1,0.017364382824067978
2025-11-14 02:15:00+00:00,2025-11-14 02:45:00+00:00,short,0.745627,0.7443149307307727,0.716,0.692,False,4.523477865130977,stop_loss,ranging,1,0.22368110169777683
2025-11-14 04:30:00+00:00,2025-11-14 05:00:00+00:00,long,0.7073535,0.7143352576105604,0.733,0.747,False,17.83512266762864,stop_loss,ranging,1,0.2591581697307623
2025-11-14 12:00:00+00:00,2025-11-14 12:30:00+00:00,long,0.6943469999999999,0.6960877294444822,0.719,0.738,False,9.049742436699152,stop_loss,ranging,1,0.14817669249178647
2025-11-14 20:15:00+00:00,2025-11-14 20:45:00+00:00,long,0.7033514999999999,0.6978984590650958,0.714,0.726,False,-22.712066244097077,stop_loss,ranging,1,0.06090059632812585
2025-11-15 20:45:00+00:00,2025-11-15 21:45:00+00:00,long,0.6933464999999999,0.6918775881849639,0.7035,0.713,False,-18.61127070101825,stop_loss,ranging,3,0.6552912788693547
2025-11-16 00:15:00+00:00,2025-11-16 00:45:00+00:00,long,0.686343,0.6849566607628009,0.698,0.709,False,-17.853900816140257,stop_loss,ranging,1,0.22793171484944053
2025-11-16 09:45:00+00:00,2025-11-16 11:15:00+00:00,short,0.697651,0.7002137903094297,0.692,0.686,True,60.68652710047607,tp1_then_tp2,ranging,5,2.238718810829907
2025-11-17 13:00:00+00:00,2025-11-17 13:30:00+00:00,long,0.6693345,0.6718238303664295,0.6805000000000001,0.687,False,14.714704323631668,stop_loss,ranging,1,0.23872643410505354
2025-11-17 16:00:00+00:00,2025-11-17 16:30:00+00:00,long,0.6363179999999999,0.6381634696704521,0.6655,0.688,False,11.556039468825595,stop_loss,ranging,1,0.4003152628332556
2025-11-18 13:15:00+00:00,2025-11-18 13:45:00+00:00,long,0.6473234999999999,0.6455195321117855,0.654,0.66,False,-23.171639469266,stop_loss,ranging,1,0.8502209241368999
2025-11-18 15:00:00+00:00,2025-11-18 15:30:00+00:00,short,0.663668,0.6673851753277416,0.654,0.644,False,-23.79502441413433,stop_loss,ranging,1,0.06909391808026492
2025-11-18 21:45:00+00:00,2025-11-19 03:45:00+00:00,long,0.668334,0.6653275900426411,0.677,0.686,True,14.209438923778425,tp1_then_stop_loss,ranging,23,1.3461804754211841
2025-11-19 05:30:00+00:00,2025-11-19 06:00:00+00:00,long,0.638319,0.6464471415489194,0.6645000000000001,0.68,False,18.48928522084774,stop_loss,ranging,1,0.17879378175012509
2025-11-19 16:45:00+00:00,2025-11-19 17:15:00+00:00,long,0.6293145,0.6243256997644667,0.647,0.666,False,-22.807006339512892,stop_loss,ranging,1,0.26493455090328255
2025-11-19 21:45:00+00:00,2025-11-19 23:15:00+00:00,short,0.649675,0.6548289029272982,0.632,0.613,False,-22.57921602384738,stop_loss,ranging,5,0.4342291371994336
